winner, loser, date
COMPUTER yana, 2022-05-10T16:03:31.967261600Z
COMPUTER Yana, 2022-05-10T16:33:00.889654800Z
yana COMPUTER, 2022-05-10T16:33:40.772364Z
yana COMPUTER, 2022-05-10T16:35:33.690405400Z
